Incident Type,Location,Date Reported,Time Reported,Case #,Notes,Incident Occurred Between,Int. Ref. #,Disposition
DAMAGE TO PROPERTY : GRAFFITI/VANDALISM,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : 216 VERNON STREET (CHINESE HOUSE),6/30/2020,02:53 PM,MAC-20-0498,Chinese House sign on Macalester Street Vandalized,6/30/2020 02:53 PM and 6/30/2020 02:53 PM,,
SUSPICIOUS ACTIVITY : PERSON,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : MUSIC BUILDING,7/1/2020,04:43 AM,MAC-20-0499,Public Safety reviewed video cameras.,UNKNOWN and UNKNOWN,,CLOSED
SUSPICIOUS ACTIVITY : PERSON,MACALESTER CAMPUS : EXTERIOR SPACES : BIKE RACKS : DUPRE,7/1/2020,09:35 AM,MAC-20-0500,Public Safety reviewed security camera footage and observed suspicious activity at a residence hall bike rack.,7/1/2020 04:50 AM and 7/1/2020 04:54 AM,,CLOSED
ASSIST : COLLEGE EMPLOYEE,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : PRESIDENTS HOME,7/1/2020,10:44 AM,MAC-20-0501,Public Safety posted no parking signs,7/3/2020 07:23 AM and 7/3/2020 07:23 AM,,CLOSED
ALARMS : FIRE SYSTEM : TROUBLE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,7/2/2020,03:25 AM,MAC-20-0502,Macalester College Public Safety responded to fire alarm.,7/2/2020 03:25 AM and 7/2/2020 03:30 AM,,CLOSED
SUSPICIOUS ACTIVITY : PERSON,MACALESTER CAMPUS : EXTERIOR SPACES : BIKE RACKS : DUPRE,7/3/2020,03:16 AM,MAC-20-0503,Public Safety observed an suspicious person.,7/3/2020 03:16 AM and 7/3/2020 03:30 AM,,CLOSED
MAINTENANCE : EMERGENCY,HIGHWINDS PROPERTY,7/3/2020,07:15 AM,MAC-20-0504,Public Safety was advised of an HVAC issue at a Highwinds property.,7/3/2020 07:15 AM and 7/3/2020 11:00 AM,,CLOSED
ALARMS : FIRE SYSTEM : TROUBLE,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : HUMANITIES,7/4/2020,10:15 AM,MAC-20-0505,Public Safety responded to a fire sprinkler alarm.,7/4/2020 10:15 AM and 7/4/2020 11:00 AM,,REFERRED TO OTHER AGENCY
MEDICAL EMERGENCY : ILLNESS,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DUPRE HALL,7/5/2020,04:00 PM,MAC-20-0506,Public Safety was alerted to a student who was experiencing a sore throat.,7/5/2020 04:00 PM and 7/5/2020 04:20 PM,,REFERRED TO RESIDENTIAL LIFE
SUSPICIOUS ACTIVITY : UNSECURE AREA,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : RUTH STRICKER DAYTON CAMPUS CENTER,7/6/2020,12:50 AM,MAC-20-0507,Public Safety observed an unsecured area.,7/6/2020 12:50 AM and 7/6/2020 01:00 AM,,CLOSED
ALARMS : FIRE SYSTEM : TROUBLE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DOTY HALL,7/6/2020,12:30 PM,MAC-20-0508,Public Safety responded to a Fire Panel Trouble Alarm from a residence hall.  Triggered by cleaning activity.  No smoke or fire.,7/6/2020 12:30 PM and 7/6/2020 12:35 PM,,CLEARED NO SERVICE
MEDICAL EMERGENCY : INURY,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : RUTH STRICKER DAYTON CAMPUS CENTER,7/7/2020,01:00 PM,MAC-20-0509,Macalester College Public Safety Officer responded to injured student on campus.,7/7/2020 01:45 PM and 7/7/2020 01:45 PM,,CLEARED SERVICE COMPLETE
SUSPICIOUS ACTIVITY,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : LAMPERT BUILDING,7/7/2020,10:45 PM,MAC-20-0510,Public safety observed an suspicious activity.,7/7/2020 10:45 PM and 7/7/2020 10:55 PM,,ADVISED AND SENT
SUSPICIOUS ACTIVITY : VEHICLE,ROADWAY : CAMBRIDGE STREET,7/8/2020,01:15 AM,MAC-20-0511,Public Safety observed an abandoned vehicle on public property near campus.,7/8/2020 01:15 AM and 7/8/2020 02:15 AM,,CLEARED SERVICE COMPLETE
ALARMS : FIRE SYSTEM : TROUBLE,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : OLIN-RICE SCIENCE CENTER,7/8/2020,03:50 AM,MAC-20-0512,Public Safety responded to trouble alarm in the Academic Hall.,7/8/2020 03:50 AM and 7/8/2020 04:00 AM,,FALSE ALARM
PROPERTY : FOUND,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : 196 VERNON STREET (SPANISH HOUSE),7/8/2020,08:15 PM,MAC-20-0513,Public Safety received found property.,7/8/2020 08:15 PM and 7/8/2020 08:15 PM,,ADVISED
PROPERTY : RECOVERED,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : SUMMIT HOUSE,7/9/2020,08:00 AM,MAC-20-0514,Macalester College Public Safety recovered found property.,7/9/2020 08:00 AM and 7/9/2020 08:30 AM,,ADVISED
SUSPICIOUS ACTIVITY : UNSECURE AREA,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : KAGIN COMMONS,7/9/2020,08:45 PM,MAC-20-0515,Public Safety responded to unsecured area.,7/9/2020 08:45 PM and 7/9/2020 08:55 PM,,CLOSED
ALARMS : FIRE SYSTEM : SMOKE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : TURCK HALL,7/10/2020,06:50 AM,MAC-20-0516,Macalester College Public Safety Officer responded to smoke alarm in residence hall.,7/10/2020 06:50 AM and 7/10/2020 07:00 AM,,FALSE ALARM
LOITERING,MACALESTER CAMPUS : ATHLETIC FACILITIES : NICHOLSON FIELD,7/11/2020,04:50 PM,MAC-20-0518,Public Safety observed two adult males loitering at an Athletics facility.  Advised and sent.,7/11/2020 04:50 PM and 7/11/2020 05:00 PM,,ADVISED AND SENT
SUSPICIOUS ACTIVITY : PERSON,MACALESTER CAMPUS : ATHLETIC FACILITIES : NICHOLSON FIELD,7/12/2020,11:00 PM,MAC-20-0517,"Macalester College Public Safety received a call from 911 dispatch to report a complaint about kids hanging out on the bleachers 
at the baseball fields.",7/12/2020 11:00 PM and 7/12/2020 11:20 PM,,ADVISED AND SENT
UNAUTHORIZED ACCESS : SPACE,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : DEWITT WALLACE LIBRARY,7/13/2020,08:55 AM,MAC-20-0519,Public Safety was made aware of an unauthorized access of an academic building.  Advised and sent 1 subject.,7/13/2020 08:55 AM and 7/13/2020 09:15 AM,,ADVISED AND SENT
MOTOR VEHICLE CRASH,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : MUSIC BUILDING,7/14/2020,08:00 AM,MAC-20-0520,Public Safety was made aware of a minor motor vehicle accident that had occurred within the Facilities Services garage.,7/14/2020 08:00 AM and 7/14/2020 08:15 AM,,CLEARED SERVICE COMPLETE
DAMAGE TO PROPERTY : GRAFFITI/VANDALISM,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DOTY HALL,7/14/2020,10:10 AM,MAC-20-0521,Public Safety observed an intentionally damaged card reader on a residential hall.,7/14/2020 10:10 AM and 7/14/2020 10:10 AM,,CLOSED
WELFARE CHECK,OFF CAMPUS (NON-CLERY),7/15/2020,01:25 PM,MAC-20-0522,Macalester College Public Safety received phone call about welfare check on a student.,7/15/2020 01:25 PM and 7/15/2020 01:30 PM,,CLOSED
UNAUTHORIZED ACCESS,MACALESTER CAMPUS : ATHLETIC FACILITIES : DAYTON TRACK,7/15/2020,09:00 PM,MAC-20-0523,Public Safety responded to a unauthorized access.,7/15/2020 09:00 PM and 7/15/2020 09:10 PM,,CLOSED
PROPERTY : FOUND,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : WEYERHAEUSER MEMORIAL CHAPEL,7/16/2020,04:00 PM,MAC-20-0525,Public Safety observed abandoned property on campus.,7/16/2020 04:00 PM and 7/16/2020 04:00 PM,,CLEARED SERVICE COMPLETE
UNWANTED PERSON,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : WEYERHAEUSER MEMORIAL CHAPEL,7/16/2020,04:10 PM,MAC-20-0524,Macalester College Public Safety officers escorted group off of campus.,7/16/2020 04:10 PM and 7/16/2020 04:25 PM,,ADVISED AND SENT
PROPERTY : MISSING,MACALESTER CAMPUS : EXTERIOR SPACES : MARVIN PLAZA,7/16/2020,05:00 PM,MAC-20-0526,Macalester College Public Safety received a report of lost car keys.,7/16/2020 05:00 PM and 7/16/2020 05:30 PM,,ADVISED
ALARMS : FIRE SYSTEM : TROUBLE,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : OLIN-RICE SCIENCE CENTER,7/17/2020,08:30 AM,MAC-20-0528,Macalester College Public Safety responded to fire trouble alarm.,7/17/2020 08:30 AM and 7/17/2020 08:40 AM,,ADVISED
SUSPICIOUS ACTIVITY : UNSECURE AREA,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : OLIN-RICE SCIENCE CENTER,7/17/2020,08:47 AM,MAC-20-0527,Macalester College Public Safety observed malfunctioning door.,7/17/2020 08:48 AM and 7/17/2020 08:48 AM,,CLOSED
ASSIST : OTHER,MACALESTER CAMPUS : ATHLETIC FACILITIES : NICHOLSON FIELD,7/17/2020,10:57 AM,MAC-20-0529,Macalester College Public Safety Officer observed and assisted injured person on campus.,7/17/2020 10:57 AM and 7/17/2020 11:00 AM,,CLEARED SERVICE COMPLETE
DAMAGE TO PROPERTY : GRAFFITI/VANDALISM,HIGHWINDS PROPERTY,7/17/2020,02:00 PM,MAC-20-0530,Macalester College Public Safety received report of graffiti.,7/17/2020 02:00 PM and 7/17/2020 02:20 PM,,ADVISED AND SENT
DAMAGE TO PROPERTY : GRAFFITI/VANDALISM,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DOTY HALL,7/17/2020,08:10 PM,MAC-20-0531,Public Safety observed graffiti on campus.,7/17/2020 08:10 PM and 7/17/2020 08:15 PM,,REFERRED TO OTHER DEPARTMENT
ALARMS : FIRE SYSTEM : TROUBLE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DOTY HALL,7/18/2020,01:45 PM,MAC-20-0532,"Public Safety responded to a Fire Panel Trouble Alarm from a Residence Hall.  Detector has lost signal.  Wrote a Work Order for 
it's repair.",7/18/2020 01:45 PM and 7/18/2020 01:55 PM,,CLOSED
DAMAGE TO PROPERTY : GRAFFITI/VANDALISM,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DOTY HALL,7/21/2020,02:20 AM,MAC-20-0533,Public Safety observed graffiti on campus.,7/21/2020 02:20 AM and 7/21/2020 02:25 AM,,REFERRED TO OTHER DEPARTMENT
PROPERTY : FOUND,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,7/21/2020,06:30 AM,MAC-20-0535,Public Safety responded to lost property.,7/21/2020 06:30 AM and 7/21/2020 06:40 AM,,CLEARED NO SERVICE
PUBLIC NUISANCE,MACALESTER CAMPUS : EXTERIOR SPACES : SHAW FIELD,7/21/2020,02:50 PM,MAC-20-0534,"Public Safety was alerted to a juvenile riding a motorized scooter on Shaw Field and the surrounding pedestrian walkways.  
Advised 1 juvenile.",7/21/2020 02:50 PM and 7/21/2020 04:15 PM,,ADVISED
SUSPICIOUS ACTIVITY : PERSON,MACALESTER CAMPUS : EXTERIOR SPACES,7/22/2020,11:25 AM,MAC-20-0536,"Public Safety observed 2 suspicious individuals near a residence hall.  Both subjects fled the scene before officer could make 
contact.",7/22/2020 11:25 AM and 7/22/2020 11:35 AM,,CLEARED SERVICE COMPLETE
DAMAGE TO PROPERTY : GRAFFITI/VANDALISM,MACALESTER CAMPUS : EXTERIOR SPACES,7/22/2020,03:50 PM,MAC-20-0537,Public Safety advised and sent a large group of loitering juveniles that had become a public nuisance.,7/22/2020 03:50 PM and 7/22/2020 04:00 PM,,ADVISED AND SENT
LOITERING,MACALESTER CAMPUS : EXTERIOR SPACES,7/22/2020,03:50 PM,MAC-20-0537,Public Safety advised and sent a large group of loitering juveniles that had become a public nuisance.,7/22/2020 03:50 PM and 7/22/2020 04:00 PM,,ADVISED AND SENT
PUBLIC NUISANCE,MACALESTER CAMPUS : EXTERIOR SPACES,7/22/2020,03:50 PM,MAC-20-0537,Public Safety advised and sent a large group of loitering juveniles that had become a public nuisance.,7/22/2020 03:50 PM and 7/22/2020 04:00 PM,,ADVISED AND SENT
THEFT : BICYCLE : PARTS (Count 1),MACALESTER CAMPUS : EXTERIOR SPACES : BIKE RACKS : DUPRE,7/24/2020,01:46 AM,MAC-20-0538,Macalester College Public Safety trespassed two individuals for attempted theft of bicycle parts.,7/24/2020 01:46 AM and 7/24/2020 01:54 AM,,TRESPASSED
THEFT : BICYCLE : PARTS (Count 2),MACALESTER CAMPUS : EXTERIOR SPACES : BIKE RACKS : DUPRE,7/24/2020,01:46 AM,MAC-20-0538,Macalester College Public Safety trespassed two individuals for attempted theft of bicycle parts.,7/24/2020 01:46 AM and 7/24/2020 01:54 AM,,TRESPASSED
ALARMS : FIRE SYSTEM : TROUBLE,HIGHWINDS PROPERTY,7/24/2020,07:05 AM,MAC-20-0539,Public Safety responded to a Fire Panel Trouble alarm from a High Winds property.  Referred maintenance issue to High Winds.,7/24/2020 07:05 AM and 7/24/2020 07:25 AM,,REFERRED TO OTHER DEPARTMENT
ALARMS : FIRE SYSTEM : TROUBLE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DOTY HALL,7/24/2020,08:18 PM,MAC-20-0540,Macalester College Public Safety responded to a Fire-Trouble Alarm at Doty Hall. False alarm.,7/24/2020 08:18 PM and 7/24/2020 08:25 PM,,FALSE ALARM
ALARMS : FIRE SYSTEM : TROUBLE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DUPRE HALL,7/25/2020,04:15 PM,MAC-20-0541,Public safety responded to a fire system trouble alarm in a residence hall. Work order completed.,7/25/2020 04:15 PM and 7/25/2020 04:30 PM,,REFERRED TO OTHER DEPARTMENT
PROPERTY : FOUND,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : MUSIC BUILDING,7/26/2020,01:41 PM,MAC-20-0542,Macalester College Public Safety was given found property.,7/26/2020 01:41 PM and 7/26/2020 01:45 PM,,ADVISED
ALARMS : FIRE SYSTEM : TROUBLE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DUPRE HALL,7/26/2020,08:15 PM,MAC-20-0543,Public Safety responded to a fire panel trouble alarm. No emergency found.,7/26/2020 08:15 PM and 7/26/2020 08:30 PM,,CLEARED SERVICE COMPLETE
PROPERTY : FOUND,MACALESTER CAMPUS,7/27/2020,12:00 PM,MAC-20-0544,Macalester College Public Safety received found property.,7/27/2020 12:00 PM and 7/27/2020 12:10 PM,,CLEARED SERVICE COMPLETE
MAINTENANCE : ROUTINE,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : THEATER AND DANCE BUILDING,7/28/2020,10:20 AM,MAC-20-0545,Macalester College Public Safety submitted work order for reported door malfunctioning.,7/28/2020 10:20 AM and 7/28/2020 10:30 AM,,CLEARED SERVICE COMPLETE
MAINTENANCE : ROUTINE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : WALLACE HALL,7/28/2020,10:20 AM,MAC-20-0546,Macalester College Public Safety was notified of fire extinguisher containers with damage.,7/28/2020 10:20 AM and 7/28/2020 11:06 AM,,CLEARED SERVICE COMPLETE
ALARMS : EMERGENCY ALARM,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : JOAN ADAMS MONDALE HALL OF STUDIO ART,7/28/2020,10:30 AM,MAC-20-0547,Macalester College Public Safety responded to an emergency elevator alarm.,7/28/2020 10:30 AM and 7/28/2020 10:40 AM,,FALSE ALARM
WELFARE CHECK,OFF CAMPUS (NON-CLERY),7/28/2020,11:47 AM,MAC-20-0548,Public Safety was requested to do a welfare check of off campus student.,7/28/2020 11:47 AM and 7/28/2020 11:57 AM,,
THEFT : FROM MOTOR VEHICLE,MACALESTER CAMPUS : PARKING : WEST 1,7/28/2020,06:05 PM,MAC-20-0549,"Public Safety received a report of a theft from motor vehicle in a campus lot. Victim filed an online report with the Saint Paul 
Police.",7/28/2020 05:41 PM and 7/28/2020 05:42 PM,,REFERRED TO OTHER AGENCY
ALARMS : FIRE SYSTEM : FIRE,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : OLIN-RICE SCIENCE CENTER,7/29/2020,02:27 PM,MAC-20-0550,Public Safety responded to a fire alarm in an academic building.  Sprinkler head discharge.  Saint Paul Fire responded.,7/29/2020 02:27 PM and 7/29/2020 03:00 PM,,REFERRED TO OTHER AGENCY
MAINTENANCE ELEVATOR : MALFUNCTION,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : RUTH STRICKER DAYTON CAMPUS CENTER,7/30/2020,03:25 AM,MAC-20-0551,Public Safety responded to an elevator maintenance.,7/30/2020 03:25 AM and 7/30/2020 03:30 AM,,REFERRED TO OTHER AGENCY
SUSPICIOUS ACTIVITY : PERSON,NON-CAMPUS (CLERY GEOGRAPHY),7/30/2020,12:30 PM,MAC-20-0552,Public Safety advised/sent and trespassed 1 subject near an Administrative building.,7/30/2020 12:45 PM and 7/30/2020 12:45 PM,,ADVISED AND SENT
WELFARE CHECK,MACALESTER CAMPUS : PARKING,7/31/2020,12:20 AM,MAC-20-0553,Public safety responded to a welfare check.,7/31/2020 12:20 AM and 7/31/2020 12:35 AM,,
DAMAGE TO PROPERTY : GRAFFITI/VANDALISM,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : LAMPERT BUILDING,7/31/2020,09:00 AM,MAC-20-0554,Public Safety responded to a report of vandalism at a High Winds property.  Saint Paul Police also had responded.,7/31/2020 12:00 AM and 7/31/2020 09:20 AM,,REFERRED TO OTHER AGENCY
MAINTENANCE : EMERGENCY,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : LAMPERT BUILDING,7/31/2020,09:00 AM,MAC-20-0554,Public Safety responded to a report of vandalism at a High Winds property.  Saint Paul Police also had responded.,7/31/2020 12:00 AM and 7/31/2020 09:20 AM,,REFERRED TO OTHER DEPARTMENT
MEDICAL EMERGENCY : ILLNESS,MACALESTER CAMPUS : EXTERIOR SPACES : MARVIN PLAZA,7/31/2020,02:45 PM,MAC-20-0555,Public Safety responded to a medical emergency on the exterior campus grounds.  Patient not transported.,7/31/2020 02:40 PM and 7/31/2020 02:55 PM,,CLEARED SERVICE COMPLETE
MAINTENANCE : ROUTINE,MACALESTER CAMPUS,7/31/2020,09:20 PM,MAC-20-0556,Public safety observed maintenance issue.,7/31/2020 09:20 PM and 7/31/2020 10:00 PM,,REFERRED TO OTHER DEPARTMENT
UNAUTHORIZED ACCESS : SPACE,MACALESTER CAMPUS : ATHLETIC FACILITIES : DAYTON TRACK,8/1/2020,04:52 PM,MAC-20-0557,Public safety observed an unauthorized access space.,8/1/2020 04:52 PM and 8/1/2020 05:00 PM,,
DISBTURBANCE : PHYSICAL,NON-CAMPUS (CLERY GEOGRAPHY),8/3/2020,02:40 PM,MAC-20-0558,Public Safety was alerted to a fight that had just occurred between 2 subjects on a city street adjacent to campus.,8/3/2020 02:45 PM and 8/3/2020 03:00 PM,,CLOSED
PROPERTY : FOUND,MACALESTER CAMPUS : EXTERIOR SPACES : MARVIN PLAZA,8/4/2020,04:40 PM,MAC-20-0559,Macalester College Public Safety took possession of a lost set of keys.,8/4/2020 04:40 PM and 8/4/2020 04:40 PM,,OPEN
SUSPICIOUS ACTIVITY : PERSON,OFF CAMPUS (NON-CLERY),8/4/2020,11:16 PM,MAC-20-0560,Public safety safety responded to a suspicious activity.,8/4/2020 11:16 PM and 8/4/2020 11:25 PM,,CLOSED
ALARMS : FIRE SYSTEM : TROUBLE,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : RUTH STRICKER DAYTON CAMPUS CENTER,8/5/2020,08:00 AM,MAC-20-0561,Macalester College Public Safety Officer responded to fire panel trouble alarm.,8/5/2020 08:00 AM and 8/5/2020 08:40 AM,,ADVISED AND SENT
PROPERTY : FOUND,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : TURCK HALL,8/5/2020,10:58 AM,MAC-20-0562,Macalester College Public Safety Officer received found wallet from residence hall.,8/5/2020 10:58 AM and 8/5/2020 11:00 AM,,ADVISED
SUSPICIOUS ACTIVITY : UNSECURE AREA,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : 188-190 VERNON STREET (GERMAN HOUSE),8/5/2020,12:30 PM,MAC-20-0563,Macalester College Public Safety cleared residence after being found unlocked.,8/5/2020 12:30 PM and 8/5/2020 01:00 PM,,CLOSED
PROPERTY : MISSING,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : OLD MAIN,8/6/2020,12:00 AM,MAC-20-0567,Public Safety responded to a lost property report.,8/6/2020 12:00 AM and 8/6/2020 12:00 AM,,CLEARED SERVICE COMPLETE
PROPERTY : FOUND,ROADWAY : S. VERNON STREET,8/6/2020,10:00 AM,MAC-20-0565,Macalester College Public Safety received found keys.,8/6/2020 10:00 AM and 8/6/2020 10:01 AM,,CLOSED
COMPLAINT : NEIGHBOR,ROADWAY : MACALESTER DRIVE,8/6/2020,03:20 PM,MAC-20-0564,Macalester College Public Safety Officer received complaint of driving conduct of unknown party.,8/6/2020 03:20 PM and 8/6/2020 03:30 PM,,ADVISED
ASSIST : COLLEGE EMPLOYEE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : 196 VERNON STREET (SPANISH HOUSE),8/6/2020,04:35 PM,MAC-20-0566,Public Safety assisted in accessing a faculty member.,8/6/2020 04:35 PM and 8/6/2020 05:00 PM,,CLEARED SERVICE COMPLETE
ALARMS : FIRE SYSTEM : FIRE,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : RUTH STRICKER DAYTON CAMPUS CENTER,8/7/2020,04:55 AM,MAC-20-0568,Public Safety responded to Fire alarm.,8/7/2020 04:55 AM and 8/7/2020 05:10 AM,,REFERRED TO OTHER AGENCY
MAINTENANCE : ROUTINE,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : OLIN-RICE SCIENCE CENTER,8/7/2020,07:24 AM,MAC-20-0569,Macalester College Public Safety observed malfunctioning door.,8/7/2020 07:24 AM and 8/7/2020 07:24 AM,,ADVISED
MAINTENANCE : ROUTINE,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : RUTH STRICKER DAYTON CAMPUS CENTER,8/8/2020,01:20 AM,MAC-20-0570,Public Safety responded to maintenance issue.,8/8/2020 01:20 AM and 8/8/2020 01:40 AM,,REFERRED TO OTHER DEPARTMENT
ASSIST : COLLEGE STUDENT,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : 188-190 VERNON STREET (GERMAN HOUSE),8/10/2020,12:00 AM,MAC-20-0574,Public Safety responded to an issue with residence hall key-provided access and referred student to RHD,8/10/2020 12:00 AM and 8/10/2020 12:00 AM,,CLOSED
ASSIST : COLLEGE STUDENT,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : GRAND CAMBRIDGE APARTMENTS,8/10/2020,12:19 PM,MAC-20-0571,Public Safety responded to an issue with residence key,8/10/2020 12:19 PM and 8/10/2020 12:30 PM,,
SUSPICIOUS ACTIVITY : UNSECURE AREA,MACALESTER CAMPUS : ATHLETIC FACILITIES : DAYTON TRACK,8/10/2020,09:50 PM,MAC-20-0573,Public Safety observed an unsecured area.,8/10/2020 09:50 PM and 8/10/2020 10:00 PM,,CLOSED
SUSPICIOUS ACTIVITY : UNSECURE AREA,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : WALLACE HALL,8/10/2020,11:50 PM,MAC-20-0572,Public safety observed an unsecured area.,8/10/2020 11:50 PM and 8/11/2020 12:15 AM,,CLOSED
MAINTENANCE : ROUTINE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DUPRE HALL,8/11/2020,05:45 PM,MAC-20-0575,Macalester College Public Safety Officer responded to leak in residence hall.,8/11/2020 05:45 PM and 8/11/2020 05:58 PM,,ADVISED
ASSIST : COLLEGE EMPLOYEE,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : DEWITT WALLACE LIBRARY,8/12/2020,08:30 AM,MAC-20-0576,Macalester College Public Safety assisted college employee's family gather property.,8/12/2020 08:30 AM and 8/12/2020 09:30 AM,,CLEARED SERVICE COMPLETE
ALARMS : FIRE SYSTEM : TROUBLE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : TURCK HALL,8/12/2020,05:40 PM,MAC-20-0577,Public Safety responded to a fire panel trouble alarm in a residence hall. Replaced dirty smoke detector.,8/12/2020 05:40 PM and 8/12/2020 06:00 PM,,CLEARED SERVICE COMPLETE
SUSPICIOUS ACTIVITY : PERSON,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : 30 MAC,8/13/2020,08:15 AM,MAC-20-0578,Macalester College Public Safety responded to report of unknown person sleeping in residential hall.,8/13/2020 08:15 AM and 8/13/2020 09:30 AM,,ADVISED
ASSIST : COLLEGE EMPLOYEE,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : OLIN-RICE SCIENCE CENTER,8/13/2020,01:30 PM,MAC-20-0579,Macalester College Public Safety referred faculty to facilities staff about key issue.,8/13/2020 01:30 PM and 8/13/2020 02:00 PM,,ADVISED
SUSPICIOUS ACTIVITY : UNSECURE AREA,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : WEYERHAEUSER MEMORIAL CHAPEL,8/13/2020,08:20 PM,MAC-20-0580,Public Safety responded to an unsecured area.,8/13/2020 08:20 PM and 8/13/2020 08:30 PM,,FINAL
MAINTENANCE : ROUTINE,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : WEYERHAEUSER HALL,8/14/2020,05:50 AM,MAC-20-0581,Public Safety responded to maintenance issue.,8/14/2020 05:50 AM and 8/14/2020 06:00 AM,,REFERRED TO OTHER AGENCY
THEFT : FROM BUILDING/STRUCTURE,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : BRIGGS HOUSE,8/14/2020,08:14 AM,MAC-20-0582,Macalester College Public Safety received report of theft of college property.,8/14/2020 08:14 AM and 8/14/2020 08:15 AM,,CLOSED
"COLLEGE POLICY VIOLATION : CAMPUS POLICIES AND PROTOCOLS : 5.01 ALCOHOL AND ILLEGAL DRUGS 
POLICY",MACALESTER CAMPUS : EXTERIOR SPACES : ANDERSON PROTICO,8/14/2020,09:45 PM,MAC-20-0583,Public Safety observed a campus policy violation. Advised and sent.,8/14/2020 09:45 PM and 8/14/2020 09:50 PM,,ADVISED AND SENT
COLLEGE POLICY VIOLATION : CAMPUS POLICIES AND PROTOCOLS : 5.42 TOBACCO-FREE POLICY,MACALESTER CAMPUS : EXTERIOR SPACES : ANDERSON PROTICO,8/14/2020,09:45 PM,MAC-20-0583,Public Safety observed a campus policy violation. Advised and sent.,8/14/2020 09:45 PM and 8/14/2020 09:50 PM,,ADVISED AND SENT
MAINTENANCE : EMERGENCY,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : RUTH STRICKER DAYTON CAMPUS CENTER,8/15/2020,11:02 AM,MAC-20-0584,Macalester College Public Safety responded to a maintenance emergency at the Campus Center.,8/15/2020 11:02 AM and 8/15/2020 11:16 AM,,REFERRED TO OTHER DEPARTMENT
