Incident Type,Location,Date Reported,Time Reported,Case #,Notes,Incident Occurred Between,Int. Ref. #,Disposition
HARASSMENT,MACALESTER CAMPUS,3/4/2022,09:13 AM,MAC-22-0270,Subject violated terms of OFP and contacted Macalester College,UNKNOWN and UNKNOWN,,
STALKING,MACALESTER CAMPUS,3/4/2022,09:13 AM,MAC-22-0270,Subject violated terms of OFP and contacted Macalester College,UNKNOWN and UNKNOWN,,
HARASSMENT,OFF CAMPUS (NON-CLERY),3/2/2022,02:50 PM,MAC-22-0254,Informed of off campus threats/harassment,3/2/2022 02:51 PM and 3/2/2022 02:51 PM,,
BIAS INCIDENT,OFF CAMPUS (NON-CLERY),3/2/2022,02:50 PM,MAC-22-0254,Informed of off campus threats/harassment,3/2/2022 02:51 PM and 3/2/2022 02:51 PM,,
Stalking,MACALESTER CAMPUS,3/2/2022,12:00 AM,TITLEIX-20220302,Title IX reported Stalking to Public Safety,3/2/2022 12:00 AM and 3/2/2022 12:00 AM,154,
DAMAGE TO PROPERTY : ACCIDENTAL,MACALESTER CAMPUS : PARKING : WEST 2,2/26/2022,11:30 AM,MAC-22-0264,Public Safety observed damage on a college leased van.,2/26/2022 11:30 AM and 2/26/2022 11:30 AM,,CLOSED.REFERRED TO DEPARTMENT
MISSING PERSON : STUDENT,OFF CAMPUS (NON-CLERY),2/25/2022,09:00 PM,MAC-22-0227,Public Safety was notified of an ongoing off campus incident.,2/25/2022 09:00 PM and 2/25/2022 09:25 PM,,CLOSED.OFF CAMPUS INCIDENT
THEFT : MOTOR VEHICLE PARTS,MACALESTER CAMPUS : PARKING : MACALESTER PLYMOUTH UNITED CHURCH,2/14/2022,05:43 PM,MAC-22-0191,Theft of auto parts-catalytic converter,2/14/2022 07:00 AM and 2/14/2022 02:00 PM,,
ASSIST : VEHICLE START,ROADWAY : MACALESTER STREET,2/14/2022,12:15 PM,MAC-22-0185,Public Safety assisted a student with a vehicle jump start.,2/14/2022 12:15 PM and 2/14/2022 12:30 PM,,CLOSED.SERVICE COMPLETE
DISBTURBANCE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : GRAND CAMBRIDGE APARTMENTS,2/12/2022,10:45 PM,MAC-22-0174,Public Safety responded to a residence hall disturbance call.,2/12/2022 10:50 PM and 2/12/2022 11:05 PM,,CLOSED.SERVICE COMPLETE
THEFT : BICYCLE,MACALESTER CAMPUS : EXTERIOR SPACES : BIKE RACKS,2/11/2022,02:35 PM,MAC-22-0198,Public Safety Was notified of the theft of a bike.,2/11/2022 12:00 AM and UNKNOWN,,
ASSIST : VEHICLE START,ROADWAY : MACALESTER STREET,2/10/2022,05:10 PM,MAC-22-0158,Macalester College Public Safety Officer assisted student jumpstart their vehicle.,2/10/2022 05:10 PM and 2/10/2022 05:23 PM,,CLOSED.SERVICE COMPLETE
GRAFFITI (NON-CRIMINAL),MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : JANET WALLACE FINE ARTS CENTER,2/10/2022,04:16 PM,MAC-22-0157,Public Safety Received report of possible graffiti-tape on sign,2/10/2022 04:17 PM and 2/10/2022 04:17 PM,,
DISBTURBANCE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : GRAND CAMBRIDGE APARTMENTS,2/6/2022,12:30 AM,MAC-22-0137,Public Safety dispatched to a residence hall for a disturbance call.,2/6/2022 12:30 AM and 2/6/2022 12:50 AM,,CLOSED.NO SERVICE
MOTOR VEHICLE CRASH,MACALESTER CAMPUS : PARKING : WEST 2,2/3/2022,01:20 PM,MAC-22-0121,Public Safety was informed of a minor motor vehicle accident in college lot.,2/3/2022 01:20 PM and 2/3/2022 01:35 PM,,CLOSED.SERVICE COMPLETE
ASSIST : VEHICLE LOCKOUT,ROADWAY : SUMMIT AVENUE,2/2/2022,05:30 PM,MAC-22-0113,Macalester College Public Safety Officer assisted student with vehicle lockout.,2/2/2022 05:30 PM and 2/2/2022 05:55 PM,,CLOSED.SERVICE COMPLETE
ASSIST : VEHICLE START,MACALESTER CAMPUS : PARKING : 37 MAC,1/29/2022,11:08 AM,MAC-22-0095,Macalester College Public Safety assisted college student with vehicle jumpstart.,1/29/2022 11:08 AM and 1/29/2022 11:19 AM,,CLOSED.SERVICE COMPLETE
BIAS INCIDENT,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : DEWITT WALLACE LIBRARY,1/25/2022,02:00 PM,MAC-22-0084,Public Safety responded to a report of offensive leaflets that had been posted at the Library.,1/25/2022 12:00 PM and 1/25/2022 02:00 PM,,CLOSED
THEFT : MOTOR VEHICLE PARTS,MACALESTER CAMPUS : PARKING : 37 MAC,1/22/2022,04:42 PM,MAC-22-0070,Public Safety received an online report regarding a stolen vehicle part.,1/21/2022 02:28 PM and 1/21/2022 02:30 PM,,
LEWD OR INDECENT CONDUCT,MACALESTER CAMPUS : EXTERIOR SPACES : MARVIN PLAZA,1/20/2022,02:55 PM,MAC-22-0046,Public Safety received an online report of indecent conduct.,1/20/2022 02:45 PM and 1/20/2022 02:50 PM,,
ASSIST : VEHICLE START,MACALESTER CAMPUS : PARKING : MACALESTER PLYMOUTH UNITED CHURCH,1/20/2022,01:45 PM,MAC-22-0045,Public Safety performed a jump start on a faculty member's car.,1/20/2022 01:45 PM and 1/20/2022 01:50 PM,,CLOSED.SERVICE COMPLETE
HARASSMENT,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : OLD MAIN,1/18/2022,11:44 AM,MAC-22-0039,"The Public Safety Department received information that a community member was receiving threatening and harassing 
communications.",UNKNOWN and UNKNOWN,,
STALKING,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : OLD MAIN,1/18/2022,11:44 AM,MAC-22-0039,"The Public Safety Department received information that a community member was receiving threatening and harassing 
communications.",UNKNOWN and UNKNOWN,,
DOMESTIC VIOLENCE,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : OLD MAIN,1/18/2022,11:44 AM,MAC-22-0039,"The Public Safety Department received information that a community member was receiving threatening and harassing 
communications.",UNKNOWN and UNKNOWN,,
THEFT : MOTOR VEHICLE PARTS,MACALESTER CAMPUS : PARKING : WEST 2,1/14/2022,02:00 PM,MAC-22-0037,Public Safety took a report of theft of a catalytic converter from an employee's car in a college lot.,1/14/2022 02:00 PM and 1/15/2022 12:30 AM,,CLOSED.REFERRED TO LE
BURGLARY,HIGHWINDS PROPERTY : GRAND AVENUE BUSINESSES : PATAGONIA-1648 GRAND,1/12/2022,04:00 PM,MAC-22-0026,Public Safety received a report of a burglary that occurred earlier in the day.,1/12/2022 09:10 AM and 1/12/2022 10:00 AM,,
ASSIST : VEHICLE START,MACALESTER CAMPUS : PARKING : SOUTH PARKING,1/7/2022,01:00 PM,MAC-22-0016,Public Safety performed a vehicle jump start.,1/7/2022 01:00 PM and 1/7/2022 01:10 PM,,CLOSED.SERVICE COMPLETE
