Incident Type,Location,Date Reported,Time Reported,Case #,Notes,Incident Occurred Between,Int. Ref. #,Disposition
PROPERTY : MISSING,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : HUMANITIES,2/8/2020,04:20 PM,MAC-20-0098,Public Safety was notified of a missing property report.,2/8/2020 01:00 PM and 2/8/2020 04:40 PM,,CLEARED SERVICE COMPLETE
MAINTENANCE : EMERGENCY,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DUPRE HALL,2/8/2020,08:20 PM,MAC-20-0099,Public Safety responded to a maintenance issue in a residential building.,2/8/2020 08:20 PM and 2/8/2020 08:45 PM,,CLEARED SERVICE COMPLETE
MOTOR VEHICLE CRASH,MACALESTER CAMPUS : PARKING : WEST 3,2/8/2020,09:26 PM,MAC-20-0102,Macalester Public Safety responded to a motor vehicle accident in the West parking lot with no injuries.,2/8/2020 09:26 PM and 2/8/2020 09:55 PM,,CLOSED
PROPERTY : MISSING,PUBLIC PROPERTY-CLERY,2/8/2020,09:30 PM,MAC-20-0100,Public Safety received a missing property report.,2/8/2020 06:00 PM and 2/8/2020 09:40 PM,,
INFORMATION ONLY,OFF CAMPUS (NON-CLERY) : PUBLIC PROPERTY,2/9/2020,11:35 AM,MAC-20-0101,Public Safety was made aware of a student rented Macalester van that had become stuck in the snow.  Advised.,2/9/2020 11:35 AM and 2/9/2020 11:40 AM,,CLOSED
ALARMS : EMERGENCY ALARM,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DUPRE HALL,2/9/2020,07:45 PM,MAC-20-0103,Macalester College Public Safety responded to elevator duress alarm. False alarm.,2/9/2020 07:45 PM and 2/9/2020 07:55 PM,,FALSE ALARM
ALARMS : AED CABINET,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : TURCK HALL,2/9/2020,10:32 PM,MAC-20-0105,Macalester Public Safety responded to an AED Cabinet Activation alarm. False alarm.,2/9/2020 10:32 PM and 2/9/2020 10:37 PM,,FALSE ALARM
SUSPICIOUS ACTIVITY : PERSON,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : TURCK HALL,2/9/2020,10:32 PM,MAC-20-0105,Macalester Public Safety responded to an AED Cabinet Activation alarm. False alarm.,2/9/2020 10:32 PM and 2/9/2020 10:37 PM,,CLOSED
ALARMS : FIRE SYSTEM : TROUBLE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : WALLACE HALL,2/10/2020,05:35 PM,MAC-20-0104,Macalester College Public Safety responded to fire trouble alarm in residential hall.,2/10/2020 05:35 PM and 2/10/2020 05:45 PM,,CLEARED SERVICE COMPLETE
MEDICAL EMERGENCY,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : MUSIC BUILDING,2/10/2020,10:00 PM,MAC-20-0107,Macalester Public Safety responded to a mental health crisis. One student transported to Regions.,2/10/2020 10:00 PM and 2/10/2020 11:45 PM,,TRANSPORTED TO HOSPITAL
WELFARE CHECK,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : MUSIC BUILDING,2/10/2020,10:00 PM,MAC-20-0107,Macalester Public Safety responded to a mental health crisis. One student transported to Regions.,2/10/2020 10:00 PM and 2/10/2020 11:45 PM,,REFERRED TO OTHER AGENCY
WELFARE CHECK,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : MUSIC BUILDING,2/10/2020,10:00 PM,MAC-20-0108,Macalester College Public Safety performed welfare check on student.,2/10/2020 10:00 PM and 2/11/2020 12:00 AM,,TRANSPORTED TO HOSPITAL
WELFARE CHECK,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : GEORGE DAYTON DRAPER HALL,2/11/2020,12:50 AM,MAC-20-0074,Public Safety responded to a welfare in the residential hall.,2/11/2020 12:50 AM and 2/11/2020 12:00 AM,,CLOSED
SUSPICIOUS ACTIVITY : UNSECURE AREA,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : RUTH STRICKER DAYTON CAMPUS CENTER,2/11/2020,04:43 AM,MAC-20-0111,Unsecure area,2/11/2020 04:43 AM and 2/11/2020 04:50 AM,,CLOSED
MAINTENANCE : EMERGENCY,HIGHWINDS PROPERTY,2/11/2020,05:23 AM,MAC-20-0109,Public Safety responded to a emergency maintenance phone call.,2/11/2020 05:23 AM and 2/11/2020 05:35 AM,,REFERRED TO OTHER DEPARTMENT
MOTOR VEHICLE CRASH,MACALESTER CAMPUS : PARKING : WEST 2,2/11/2020,07:45 AM,MAC-20-0110,Public Safety responded to a report of a damaged vehicle in the West 2 lot.,2/10/2020 06:40 PM and 2/10/2020 06:48 PM,,CLOSED
ALARMS : FIRE SYSTEM : TROUBLE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,2/12/2020,07:30 AM,MAC-20-0114,Public Safety responded to a fire trouble alarm-dirty smoke detector,2/12/2020 07:30 AM and 2/12/2020 07:30 AM,,
SUSPICIOUS ACTIVITY,MACALESTER CAMPUS,2/12/2020,12:35 PM,MAC-20-0112,Report of noise complaint and suspicious activity.,2/9/2020 02:00 AM and 2/9/2020 02:15 AM,,CLOSED
THREATS,MACALESTER CAMPUS,2/12/2020,12:42 PM,MAC-20-0113,Student concern,UNKNOWN and UNKNOWN,,
MEDICAL EMERGENCY : INURY,ROADWAY : SNELLING AVENUE,2/12/2020,06:35 PM,MAC-20-0115,Public Safety responded to a medical emergency on a public roadway. Student transported to Hospital.,2/12/2020 06:35 PM and 2/12/2020 06:50 PM,,TRANSPORTED TO HOSPITAL
COLLEGE POLICY VIOLATION : RESIDENCE HALL POLICIES : 6.09 NOISE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : WALLACE HALL,2/13/2020,01:23 AM,MAC-20-0116,Public Safety responded to a residence hall policies.,2/13/2020 01:23 AM and 2/13/2020 01:27 AM,,CLOSED
PROPERTY : RECOVERED,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : JANET WALLACE FINE ARTS CENTER,2/13/2020,07:00 AM,MAC-20-0118,Custodial turned in a cell phone to security,2/13/2020 07:00 AM and 2/13/2020 07:00 AM,,
MAINTENANCE : EMERGENCY,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,2/13/2020,10:39 AM,MAC-20-0117,Public Safety responded to the report of flooding in the basement-broken sink handles,2/13/2020 10:45 AM and 2/13/2020 10:58 AM,,REFERRED TO OTHER DEPARTMENT
SUSPICIOUS ACTIVITY,MACALESTER CAMPUS : PARKING,2/13/2020,05:00 PM,MAC-20-0119,Public Safety observed suspicious activity after reviewing camera footage.,2/13/2020 01:03 PM and 2/13/2020 05:10 PM,,ADVISED
MAINTENANCE : ROUTINE,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : CARNEGIE HALL,2/13/2020,08:20 PM,MAC-20-0120,Macalester College Public Safety responded to a mechanical room making loud noises.,2/13/2020 08:20 PM and 2/13/2020 08:35 PM,,REFERRED TO OTHER DEPARTMENT
ALARMS : AED CABINET,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : JANET WALLACE FINE ARTS CENTER,2/13/2020,11:25 PM,MAC-20-0121,Public Safety respond to an AED alarm in the academic hall.,2/13/2020 11:25 PM and 2/13/2020 11:35 PM,,FALSE ALARM
ALARMS : FIRE SYSTEM : TROUBLE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DUPRE HALL,2/14/2020,01:30 AM,MAC-20-0122,Public Safety responded to a fire system alarm in the residence hall-Work order submitted T2002-0217,2/14/2020 01:30 AM and 2/14/2020 01:40 AM,,CLOSED
SUSPICIOUS ACTIVITY : UNSECURE AREA,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : RUTH STRICKER DAYTON CAMPUS CENTER,2/14/2020,02:15 AM,MAC-20-0123,Main entrance found unsecured-nothing unusual found.,2/14/2020 02:15 AM and 2/14/2020 02:25 AM,,CLEARED NO SERVICE
PROPERTY : FOUND,ROADWAY : GRAND AVENUE,2/14/2020,12:20 PM,MAC-20-0124,Public Safety received found property from a campus visitor.  Contacted owner.  Property returned.,2/14/2020 12:20 PM and 2/14/2020 12:20 PM,,CLOSED
ALARMS : EMERGENCY ALARM,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : MUSIC BUILDING,2/14/2020,03:10 PM,MAC-20-0125,Public Safety responded to a duress alarm in an academic building. Accidental activation.,2/14/2020 03:15 PM and 2/14/2020 03:15 PM,,FALSE ALARM
MEDICAL EMERGENCY,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : WALLACE HALL,2/14/2020,07:20 PM,MAC-20-0126,Public Safety responded to a medical situation in a residence hall. No transport.,2/14/2020 07:20 PM and 2/14/2020 07:45 PM,,CLEARED SERVICE COMPLETE
ASSIST : COLLEGE STUDENT,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : BIGELOW HALL,2/15/2020,02:51 AM,MAC-20-0127,Assist student. Lock out Biglow. Confirmed student access granted.,2/15/2020 02:51 AM and 2/15/2020 03:15 AM,,FINAL
MAINTENANCE : ROUTINE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DUPRE HALL,2/15/2020,10:30 AM,MAC-20-0128,Public Safety responded to a maintenance issue in a residential hall.  Issue repaired.,2/15/2020 10:30 AM and 2/15/2020 10:45 AM,,CLOSED
ASSIST : COLLEGE STUDENT,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : MUSIC BUILDING,2/15/2020,04:00 PM,MAC-20-0129,access. two student into music rehearsal room.,2/15/2020 04:00 PM and 2/15/2020 04:05 PM,,FINAL
ASSIST : COLLEGE STUDENT,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : 200 VERNON STREET (ECO HOUSE),2/15/2020,04:40 PM,MAC-20-0130,access. three students into Eco House.,2/15/2020 04:40 PM and 2/15/2020 04:50 PM,,FINAL
ASSIST : COLLEGE STUDENT,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : TURCK HALL,2/15/2020,05:45 PM,MAC-20-0131,lock out. Kurk Hall Confirmed student,2/15/2020 05:45 PM and 2/15/2020 05:55 PM,,FINAL
SUSPICIOUS ACTIVITY : ODOR,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DOTY HALL,2/15/2020,06:05 PM,MAC-20-0132,Suspicious Odor (marijuana) Upon arrival no smell detected. no action taken. confirmed with RA on site.,2/15/2020 06:05 PM and 2/15/2020 06:20 PM,,FINAL
THEFT : FROM BUILDING/STRUCTURE,MACALESTER CAMPUS : ATHLETIC FACILITIES : LEONARD CENTER AND WELLNESS COMPLEX,2/15/2020,08:15 PM,MAC-20-0133,Macalester Public Safety took a theft report for items stolen from the Leonard Center Men's Locker Room.,2/15/2020 07:30 PM and 2/15/2020 09:15 PM,,REFERRED TO OTHER AGENCY
SUSPICIOUS ACTIVITY : PERSON,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL,2/15/2020,11:15 PM,MAC-20-0134,"Public Safety responded to a suspicious person in the residence halls-entering unwelcome rooms between the Doty and Turck 
student housing.",2/15/2020 11:00 PM and 2/16/2020 02:00 PM,,PENDING INVESTIGATION
BURGLARY,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : TURCK HALL,2/16/2020,09:30 AM,MAC-20-0137,Public Safety responded to a report of a burglary and associated fraud from a residential hall.,2/15/2020 09:30 PM and 2/15/2020 09:45 PM,,PENDING INVESTIGATION
FRAUD : FINANCIAL TRANSACTION CARD,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : TURCK HALL,2/16/2020,09:30 AM,MAC-20-0137,Public Safety responded to a report of a burglary and associated fraud from a residential hall.,2/15/2020 09:30 PM and 2/15/2020 09:45 PM,,PENDING INVESTIGATION
BURGLARY,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : BIGELOW HALL,2/16/2020,09:54 AM,MAC-20-0136,Public Safety responded to a report of room burglary and associated auto theft.,UNKNOWN and UNKNOWN,,
THEFT : MOTOR VEHICLE THEFT,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : BIGELOW HALL,2/16/2020,09:54 AM,MAC-20-0136,Public Safety responded to a report of room burglary and associated auto theft.,UNKNOWN and UNKNOWN,,
FRAUD : FINANCIAL TRANSACTION CARD,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,2/16/2020,12:00 PM,MAC-20-0139,Public Safety responded to a report of credit card fraud.,UNKNOWN and UNKNOWN,,REFERRED TO OTHER AGENCY
BURGLARY,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : TURCK HALL,2/16/2020,01:25 PM,MAC-20-0140,Public Safety responded to a report of burglary and associated fraud from a residence hall.,2/15/2020 10:30 PM and 2/16/2020 12:30 AM,,PENDING INVESTIGATION
FRAUD : FINANCIAL TRANSACTION CARD,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : TURCK HALL,2/16/2020,01:25 PM,MAC-20-0140,Public Safety responded to a report of burglary and associated fraud from a residence hall.,2/15/2020 10:30 PM and 2/16/2020 12:30 AM,,PENDING INVESTIGATION
BURGLARY,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : BIGELOW HALL,2/16/2020,02:54 PM,MAC-20-0143,Public Safety responded to a report of a burglary in a residence hall.,2/22/2020 10:00 AM and 2/22/2020 10:30 AM,,PENDING INVESTIGATION
FRAUD : FINANCIAL TRANSACTION CARD,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : BIGELOW HALL,2/16/2020,02:54 PM,MAC-20-0143,Public Safety responded to a report of a burglary in a residence hall.,2/22/2020 10:00 AM and 2/22/2020 10:30 AM,,PENDING INVESTIGATION
BURGLARY,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : TURCK HALL,2/16/2020,07:30 PM,MAC-20-0142,Macalester Public Safety was informed of a burglary in a residence hall.,2/16/2020 07:30 PM and 2/16/2020 07:40 PM,,PENDING INVESTIGATION
BURGLARY,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : BIGELOW HALL,2/16/2020,08:43 PM,MAC-20-0138,Public Safety discovered a Macalester College ID had been taken from a student-ID disabled,2/16/2020 08:43 PM and 2/16/2020 08:43 PM,,PENDING INVESTIGATION
SUSPICIOUS ACTIVITY : PERSON,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,2/16/2020,08:50 PM,MAC-20-0144,Macalester Public Safety responded to a suspicious person in a residence hall.,2/16/2020 08:50 PM and 2/16/2020 09:00 PM,,CLOSED
BURGLARY,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DOTY HALL,2/16/2020,09:29 PM,MAC-20-0106,Macalester Public Safety was informed of a burglary in a residence hall.,2/16/2020 09:29 PM and 2/16/2020 09:30 PM,,
DAMAGE TO PROPERTY : GRAFFITI/VANDALISM,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : WALLACE HALL,2/17/2020,08:45 AM,MAC-20-0159,Graffiti in stairwell,2/17/2020 08:45 AM and 2/17/2020 08:45 AM,,
BURGLARY,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DOTY HALL,2/17/2020,09:30 AM,MAC-20-0141,Public Safety responded to a report of a burglary from a residence hall.,2/15/2020 10:15 AM and 2/15/2020 11:10 AM,,PENDING INVESTIGATION
UNAUTHORIZED ACCESS : SPACE,MACALESTER CAMPUS : ATHLETIC FACILITIES : LEONARD CENTER AND WELLNESS COMPLEX,2/17/2020,09:55 AM,MAC-20-0146,"Public Safety responded to a report of unauthorized access at an Athletics facility.  Identified, advised and sent to juveniles.",2/17/2020 10:10 AM and 2/17/2020 10:10 AM,,ADVISED AND SENT
THEFT,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : GEORGE DAYTON DRAPER HALL,2/17/2020,10:22 AM,MAC-20-0145,Building signs,2/14/2020 03:00 PM and 2/15/2020 07:00 PM,,
PROPERTY : MISSING,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : 30 MAC,2/17/2020,12:25 PM,MAC-20-0147,Public Safety responded to a report of missing property from a residential hall.,2/17/2020 08:30 AM and 2/17/2020 09:20 AM,,
WELFARE CHECK,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : GEORGE DAYTON DRAPER HALL,2/17/2020,01:05 PM,MAC-20-0148,Public Safety responded to a check welfare request in a residential hall.  Subject not found.,2/17/2020 01:05 PM and 2/17/2020 01:15 PM,,CLEARED SERVICE COMPLETE
INTERFERENCE : PRIVACY,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DUPRE HALL,2/17/2020,03:30 PM,MAC-20-0150,Student contacted Public Safety regarding a privacy matter involving a family member.,2/17/2020 03:30 PM and 2/17/2020 04:00 PM,,FINAL
SUSPICIOUS ACTIVITY : UNSECURE AREA,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : WEYERHAEUSER MEMORIAL CHAPEL,2/18/2020,12:00 AM,MAC-20-0149,Main entrance found unsecured-nothing unusual found.,2/18/2020 12:00 AM and 2/18/2020 12:20 AM,,CLOSED
MAINTENANCE ELEVATOR : OUT OF SERVICE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : TURCK HALL,2/18/2020,01:30 PM,MAC-20-0151,Public Safety responded to an elevator out of service at a residential facility.  Service call initiated.,2/18/2020 01:30 PM and 2/18/2020 01:40 PM,,REFERRED TO OTHER AGENCY
ASSIST : COLLEGE STUDENT,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DUPRE HALL,2/18/2020,07:30 PM,MAC-20-0152,Macalester College Public Safety responded to student who requested crutches for injury.,2/18/2020 07:30 PM and 2/18/2020 08:00 PM,,REFERRED TO OTHER DEPARTMENT
ASSAULT,OFF CAMPUS (NON-CLERY),2/19/2020,11:04 AM,MAC-20-0153,Student assaulted off campus-Rondo Library,2/18/2020 09:15 AM and 2/18/2020 09:15 AM,,CLOSED
SUSPICIOUS ACTIVITY,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : DEWITT WALLACE LIBRARY,2/19/2020,11:19 AM,MAC-20-0154,Student campaign posters removed,UNKNOWN and UNKNOWN,,
THEFT : FROM BUILDING/STRUCTURE,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : CARNEGIE HALL,2/19/2020,12:20 PM,MAC-20-0155,Theft of wallet from office.,2/19/2020 12:20 PM and UNKNOWN,,CLOSED
SUSPICIOUS ACTIVITY : PERSON,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : WEYERHAEUSER HALL,2/19/2020,01:20 PM,MAC-20-0156,Suspicious person reported in Admissions Office,2/19/2020 01:20 PM and 2/19/2020 01:20 PM,,CLOSED
INFORMATION ONLY,OFF CAMPUS (NON-CLERY) : PUBLIC PROPERTY,2/19/2020,03:35 PM,MAC-20-0157,Macalester Public Safety took a report from a student concerning suspicious activity in the vicinity of the college campus.,2/15/2020 08:00 PM and 2/19/2020 01:00 AM,,CLOSED
SUSPICIOUS ACTIVITY : PERSON,OFF CAMPUS (NON-CLERY) : PUBLIC PROPERTY,2/19/2020,03:35 PM,MAC-20-0157,Macalester Public Safety took a report from a student concerning suspicious activity in the vicinity of the college campus.,2/15/2020 08:00 PM and 2/19/2020 01:00 AM,,CLOSED
MAINTENANCE : EMERGENCY,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DOTY HALL,2/19/2020,10:25 PM,MAC-20-0158,Public Safety responded to maintenance emergency.,2/19/2020 10:25 PM and 2/20/2020 12:20 AM,,REFERRED TO OTHER DEPARTMENT
SUSPICIOUS ACTIVITY : PERSON,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DUPRE HALL,2/20/2020,01:11 PM,MAC-20-0165,Public Safety responded to a suspicious person in Residence Hall-GOA,2/20/2020 01:01 PM and 2/20/2020 01:08 PM,,CLOSED
SUSPICIOUS ACTIVITY : PERSON,MACALESTER CAMPUS : ATHLETIC FACILITIES : LEONARD CENTER AND WELLNESS COMPLEX,2/20/2020,06:15 PM,MAC-20-0161,Public Safety responded to a report of suspicious people on campus. Advised and sent.,2/20/2020 06:15 PM and 2/20/2020 06:35 PM,,ADVISED AND SENT
UNAUTHORIZED ACCESS,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : TURCK HALL,2/21/2020,12:13 AM,MAC-20-0163,Public Safety responded to a suspicious person in a residence hall-Food Delivery.,2/21/2020 12:13 AM and 2/21/2020 12:13 AM,,CLOSED
SUSPICIOUS ACTIVITY : PERSON,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : DEWITT WALLACE LIBRARY,2/21/2020,01:05 AM,MAC-20-0164,Public Safety did a walk through library.,2/21/2020 01:05 AM and 2/21/2020 01:08 AM,,CLOSED
ASSIST : COLLEGE STUDENT,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : BIGELOW HALL,2/21/2020,01:45 AM,MAC-20-0162,Public Safety responded to an inquiry regarding a smoke alarm in the resident hall.,2/21/2020 01:45 AM and 2/21/2020 02:00 AM,,ADVISED
SUSPICIOUS ACTIVITY : PERSON,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DUPRE HALL,2/21/2020,10:55 AM,MAC-20-0166,Public Safety responded to a report of a suspicious person near a residential hall.  Subject GOA.,2/21/2020 11:15 AM and 2/21/2020 11:55 AM,,CLOSED
SUSPICIOUS ACTIVITY : PERSON,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DUPRE HALL,2/21/2020,01:20 PM,MAC-20-0167,Public Safety responded to a report of a suspicious person attempting to gain access to a residential hall.  Subject not located.,2/21/2020 01:20 PM and 2/21/2020 02:30 PM,,CLOSED
"COLLEGE POLICY VIOLATION : CAMPUS POLICIES AND PROTOCOLS : 5.01 ALCOHOL AND ILLEGAL DRUGS 
POLICY : ALCOHOL VIOLATION : UNLAWFUL CONSUMPTION (Count 1)",MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : WALLACE HALL,2/21/2020,09:05 PM,MAC-20-0168,Macalester Public Safety assisted Residential Life with a policy violation inside Wallace Hall.,2/21/2020 09:05 PM and 2/21/2020 09:19 PM,,REFERRED TO RESIDENTIAL LIFE
"COLLEGE POLICY VIOLATION : CAMPUS POLICIES AND PROTOCOLS : 5.01 ALCOHOL AND ILLEGAL DRUGS 
POLICY : ALCOHOL VIOLATION : UNLAWFUL CONSUMPTION (Count 2)",MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : WALLACE HALL,2/21/2020,09:05 PM,MAC-20-0168,Macalester Public Safety assisted Residential Life with a policy violation inside Wallace Hall.,2/21/2020 09:05 PM and 2/21/2020 09:19 PM,,REFERRED TO RESIDENTIAL LIFE
MEDICAL EMERGENCY : ILLNESS,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DUPRE HALL,2/21/2020,11:30 PM,MAC-20-0169,Public Safety responded to a medical situation in a residential building. Transported to hospital.,2/21/2020 11:30 PM and 2/22/2020 12:15 AM,,TRANSPORTED TO HOSPITAL
MEDICAL EMERGENCY,MACALESTER CAMPUS : EXTERIOR SPACES : BIKE RACKS : DUPRE,2/22/2020,03:20 PM,MAC-20-0170,Macalester College Public Safety officers responded to student with head stuck in fence. Student was transported to hospital.,2/22/2020 03:20 PM and 2/22/2020 03:50 PM,,TRANSPORTED TO HOSPITAL
MEDICAL EMERGENCY : ILLNESS,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : STADIUM RESIDENCE HALL,2/22/2020,07:00 PM,MAC-20-0171,Macalester College Public Safety responded to a medical emergency in a dorm hall.,2/22/2020 07:00 PM and 2/22/2020 07:30 PM,,TRANSPORTED TO HOSPITAL
SUSPICIOUS ACTIVITY : UNSECURE AREA,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : WEYERHAEUSER MEMORIAL CHAPEL,2/22/2020,09:15 PM,MAC-20-0172,Public Safety found an unsecured exterior door.,2/22/2020 09:15 PM and 2/22/2020 09:20 PM,,CLEARED SERVICE COMPLETE
"COLLEGE POLICY VIOLATION : CAMPUS POLICIES AND PROTOCOLS : 5.01 ALCOHOL AND ILLEGAL DRUGS 
POLICY : ALCOHOL VIOLATION : UNLAWFUL POSSESSION (Count 1)",MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : WALLACE HALL,2/23/2020,08:44 PM,MAC-20-0173,Macalester Public Safety uncovered multiple alcohol and illegal drug policy violations.,2/23/2020 08:40 PM and 2/23/2020 08:56 PM,,REFERRED TO RESIDENTIAL LIFE
"COLLEGE POLICY VIOLATION : CAMPUS POLICIES AND PROTOCOLS : 5.01 ALCOHOL AND ILLEGAL DRUGS 
POLICY : ALCOHOL VIOLATION : UNLAWFUL POSSESSION (Count 2)",MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : WALLACE HALL,2/23/2020,08:44 PM,MAC-20-0173,Macalester Public Safety uncovered multiple alcohol and illegal drug policy violations.,2/23/2020 08:40 PM and 2/23/2020 08:56 PM,,REFERRED TO RESIDENTIAL LIFE
"COLLEGE POLICY VIOLATION : CAMPUS POLICIES AND PROTOCOLS : 5.01 ALCOHOL AND ILLEGAL DRUGS 
POLICY : ILLEGAL DRUG VIOLATIONS : DRUG PARAPHERNALIA (Count 1)",MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : WALLACE HALL,2/23/2020,08:44 PM,MAC-20-0173,Macalester Public Safety uncovered multiple alcohol and illegal drug policy violations.,2/23/2020 08:40 PM and 2/23/2020 08:56 PM,,REFERRED TO RESIDENTIAL LIFE
"COLLEGE POLICY VIOLATION : CAMPUS POLICIES AND PROTOCOLS : 5.01 ALCOHOL AND ILLEGAL DRUGS 
POLICY : ILLEGAL DRUG VIOLATIONS : DRUG PARAPHERNALIA (Count 2)",MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : WALLACE HALL,2/23/2020,08:44 PM,MAC-20-0173,Macalester Public Safety uncovered multiple alcohol and illegal drug policy violations.,2/23/2020 08:40 PM and 2/23/2020 08:56 PM,,REFERRED TO RESIDENTIAL LIFE
SUSPICIOUS ACTIVITY : PERSON,HIGHWINDS PROPERTY,2/23/2020,09:00 PM,MAC-20-0054,Macalester College Public Safety responded to a report of a suspicious person in vestibule of building after close.,2/23/2020 09:00 PM and 2/23/2020 09:15 PM,,CLOSED
THEFT,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DUPRE HALL,2/24/2020,12:00 AM,MAC-20-0175,Public Safety responded to a report of a theft that had occurred 4 days ago from a residential hall.,2/20/2020 01:00 PM and 2/20/2020 01:10 PM,,CLOSED
SUSPICIOUS ACTIVITY : UNSECURE AREA,MACALESTER CAMPUS : ATHLETIC FACILITIES : LEONARD CENTER AND WELLNESS COMPLEX,2/24/2020,01:25 AM,MAC-20-0174,Public Safety responded to a unsecured area.,2/24/2020 01:25 AM and 2/24/2020 01:35 AM,,CLOSED
WELFARE CHECK,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DOTY HALL,2/24/2020,11:50 PM,MAC-20-0177,Public Safety responded to a welfare check in the resident hall.,2/24/2020 11:50 PM and 2/25/2020 12:50 AM,,CLOSED
WELFARE CHECK,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DUPRE HALL,2/24/2020,11:55 PM,MAC-20-0176,Public Safety responded to a Welfare Check.,2/24/2020 11:55 PM and 2/25/2020 12:25 AM,,CLOSED
THEFT : BICYCLE,MACALESTER CAMPUS : EXTERIOR SPACES : BIKE RACKS : DUPRE,2/25/2020,01:39 PM,MAC-20-0181,Public Safety was notified of a stolen bicycle,UNKNOWN and UNKNOWN,,OPEN
